100 3.240000e+00
1000 3.232000e+00
10000 3.130000e+00
100 3.240000e+00
1000 3.232000e+00
10000 3.130000e+00
100 3.240000e+00
100000 3.133600e+00
1000 3.232000e+00
100 3.240000e+00
10000 3.130000e+00
1000 3.232000e+00
100000 3.133600e+00
100 3.240000e+00
10000 3.130000e+00
1000 3.232000e+00
100000 3.133600e+00
100 3.240000e+00
10000 3.130000e+00
1000 3.232000e+00
100000 3.133600e+00
100 3.240000e+00
10000 3.130000e+00
1000 3.232000e+00
100000 3.133600e+00
10000 3.130000e+00
100 3.240000e+00
100000 3.133600e+00
1000 3.232000e+00
100000 3.133600e+00
10000 3.130000e+00
100 3.240000e+00
1000 3.232000e+00
10000 3.130000e+00
100 3.240000e+00
1000 3.232000e+00
100 3.240000e+00
100000 3.133600e+00
1000 3.232000e+00
10000 3.130000e+00
100000 3.133600e+00
10000 3.130000e+00
100 3.240000e+00
1000 3.232000e+00
100000 3.133600e+00
100 3.240000e+00
10000 3.130000e+00
100000 3.133600e+00
1000 3.232000e+00
1000000 3.141860e+00
10000 3.130000e+00
100 3.240000e+00
1000 3.232000e+00
100000 3.133600e+00
100 3.240000e+00
10000 3.130000e+00
1000000 3.141860e+00
1000 3.232000e+00
100000 3.133600e+00
10000 3.130000e+00
100 3.240000e+00
1000 3.232000e+00
1000000 3.141860e+00
100000 3.133600e+00
10000 3.130000e+00
100000 3.133600e+00
1000000 3.141860e+00
100000 3.133600e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
1000000 3.141860e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
10000000 3.141957e+00
100000000 3.141665e+00
100 3.200000e+00
1000 3.240000e+00
10000 3.169600e+00
100000000 3.141665e+00
100000000 3.141665e+00
100000000 3.141665e+00
100000 3.147000e+00
100000000 3.141665e+00
100000000 3.141665e+00
100 3.200000e+00
1000 3.240000e+00
100 3.200000e+00
10000 3.169600e+00
100000000 3.141665e+00
1000 3.240000e+00
100 3.200000e+00
10000 3.169600e+00
1000 3.240000e+00
100000000 3.141665e+00
100000 3.147000e+00
10000 3.169600e+00
100000 3.147000e+00
100 3.200000e+00
100000000 3.141665e+00
100000000 3.141665e+00
100000 3.147000e+00
100000000 3.141665e+00
100 3.200000e+00
100 3.200000e+00
1000 3.240000e+00
1000 3.240000e+00
1000 3.240000e+00
10000 3.169600e+00
10000 3.169600e+00
100 3.200000e+00
10000 3.169600e+00
1000 3.240000e+00
100000 3.147000e+00
100000 3.147000e+00
10000 3.169600e+00
1000000 3.142176e+00
100 3.200000e+00
100000 3.147000e+00
1000 3.240000e+00
100 3.200000e+00
1000 3.240000e+00
10000 3.169600e+00
10000 3.169600e+00
100000 3.147000e+00
100000000 3.141665e+00
100000 3.147000e+00
100000 3.147000e+00
1000000 3.142176e+00
1000000 3.142176e+00
100 3.200000e+00
100 3.200000e+00
100000000 3.141665e+00
1000 3.240000e+00
1000000 3.142176e+00
10000 3.169600e+00
100000000 3.141665e+00
100000 3.147000e+00
100 3.200000e+00
1000000 3.142176e+00
1000000 3.142176e+00
1000 3.240000e+00
1000 3.240000e+00
1000000 3.142176e+00
10000 3.169600e+00
100 3.200000e+00
1000 3.240000e+00
1000000 3.142176e+00
100000 3.147000e+00
10000 3.169600e+00
100000000 3.141665e+00
1000000 3.142176e+00
100000 3.147000e+00
1000000 3.142176e+00
100 3.200000e+00
1000 3.240000e+00
10000 3.169600e+00
100000 3.147000e+00
10000 3.169600e+00
1000000 3.142176e+00
1000000 3.142176e+00
100000 3.147000e+00
1000000 3.142176e+00
1000000 3.142176e+00
1000000 3.142176e+00
100000000 3.141665e+00
100 3.200000e+00
1000 3.240000e+00
10000 3.169600e+00
100000 3.147000e+00
1000000 3.142176e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
10000000 3.141702e+00
100000000 3.141483e+00
100000000 3.141483e+00
100000000 3.141483e+00
100 3.080000e+00
1000 3.176000e+00
10000 3.167200e+00
100000 3.139720e+00
100000000 3.141483e+00
100 3.080000e+00
100000000 3.141483e+00
100 3.080000e+00
1000 3.176000e+00
100000000 3.141483e+00
10000 3.167200e+00
1000 3.176000e+00
10000 3.167200e+00
100000000 3.141483e+00
100000000 3.141483e+00
100000 3.139720e+00
100 3.080000e+00
1000 3.176000e+00
100000 3.139720e+00
10000 3.167200e+00
1000000 3.139692e+00
100000 3.139720e+00
100 3.080000e+00
100 3.080000e+00
1000 3.176000e+00
1000 3.176000e+00
10000 3.167200e+00
10000 3.167200e+00
100 3.080000e+00
1000 3.176000e+00
100 3.080000e+00
10000 3.167200e+00
100000000 3.141483e+00
100000 3.139720e+00
100000 3.139720e+00
100000000 3.141483e+00
1000 3.176000e+00
10000 3.167200e+00
100000 3.139720e+00
1000000 3.139692e+00
100000 3.139720e+00
1000000 3.139692e+00
100 3.080000e+00
100000000 3.141483e+00
100 3.080000e+00
1000 3.176000e+00
1000 3.176000e+00
1000000 3.139692e+00
10000 3.167200e+00
10000 3.167200e+00
100 3.080000e+00
100000 3.139720e+00
100000 3.139720e+00
100000000 3.141483e+00
1000000 3.139692e+00
1000000 3.139692e+00
1000 3.176000e+00
100000000 3.141483e+00
10000 3.167200e+00
100000000 3.141483e+00
1000000 3.139692e+00
100000 3.139720e+00
100000000 3.141483e+00
1000000 3.139692e+00
100 3.080000e+00
1000 3.176000e+00
10000 3.167200e+00
100 3.080000e+00
100 3.080000e+00
100000 3.139720e+00
100 3.080000e+00
1000 3.176000e+00
1000 3.176000e+00
1000 3.176000e+00
10000 3.167200e+00
1000000 3.139692e+00
1000000 3.139692e+00
10000 3.167200e+00
100000 3.139720e+00
10000 3.167200e+00
100000 3.139720e+00
100000 3.139720e+00
1000000 3.139692e+00
1000000 3.139692e+00
1000000 3.139692e+00
1000000 3.139692e+00
1000000 3.139692e+00
100000000 3.141483e+00
100 3.080000e+00
1000 3.176000e+00
10000 3.167200e+00
100000 3.139720e+00
1000000 3.139692e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
10000000 3.141850e+00
100000000 3.141792e+00
100 2.920000e+00
1000 3.120000e+00
10000 3.131600e+00
100000 3.151000e+00
100000000 3.141792e+00
100 2.920000e+00
1000 3.120000e+00
10000 3.131600e+00
1000000 3.143156e+00
100000 3.151000e+00
100000000 3.141792e+00
100000000 3.141792e+00
100000000 3.141792e+00
100 2.920000e+00
1000 3.120000e+00
10000 3.131600e+00
100 2.920000e+00
1000 3.120000e+00
100000 3.151000e+00
100 2.920000e+00
10000 3.131600e+00
1000 3.120000e+00
10000 3.131600e+00
100000 3.151000e+00
1000000 3.143156e+00
100000 3.151000e+00
100000000 3.141792e+00
100000000 3.141792e+00
100000000 3.141792e+00
100000000 3.141792e+00
100 2.920000e+00
100 2.920000e+00
1000 3.120000e+00
1000 3.120000e+00
10000 3.131600e+00
10000 3.131600e+00
100 2.920000e+00
1000 3.120000e+00
100000 3.151000e+00
100000 3.151000e+00
1000000 3.143156e+00
10000 3.131600e+00
100 2.920000e+00
1000000 3.143156e+00
1000 3.120000e+00
10000 3.131600e+00
100000 3.151000e+00
100000 3.151000e+00
1000000 3.143156e+00
100000000 3.141792e+00
100000000 3.141792e+00
100000000 3.141792e+00
100000000 3.141792e+00
1000000 3.143156e+00
1000000 3.143156e+00
100 2.920000e+00
100000000 3.141792e+00
1000 3.120000e+00
100 2.920000e+00
10000 3.131600e+00
1000 3.120000e+00
10000 3.131600e+00
100000000 3.141792e+00
1000000 3.143156e+00
100000 3.151000e+00
1000000 3.143156e+00
100000 3.151000e+00
100 2.920000e+00
100 2.920000e+00
1000 3.120000e+00
10000 3.131600e+00
100 2.920000e+00
1000 3.120000e+00
10000 3.131600e+00
100 2.920000e+00
1000 3.120000e+00
10000 3.131600e+00
100000 3.151000e+00
100000 3.151000e+00
1000 3.120000e+00
100000 3.151000e+00
1000000 3.143156e+00
10000 3.131600e+00
1000000 3.143156e+00
100000 3.151000e+00
1000000 3.143156e+00
1000000 3.143156e+00
1000000 3.143156e+00
100000000 3.141792e+00
100 2.920000e+00
1000 3.120000e+00
1000000 3.143156e+00
10000 3.131600e+00
100000 3.151000e+00
1000000 3.143156e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
10000000 3.140724e+00
100000000 3.141859e+00
100 2.880000e+00
1000 3.164000e+00
10000 3.121200e+00
100000 3.137240e+00
100000000 3.141859e+00
1000000 3.141752e+00
100 2.880000e+00
100000000 3.141859e+00
1000 3.164000e+00
10000 3.121200e+00
100 2.880000e+00
1000 3.164000e+00
100000 3.137240e+00
10000 3.121200e+00
100000 3.137240e+00
100000000 3.141859e+00
100000000 3.141859e+00
100000000 3.141859e+00
100 2.880000e+00
100000000 3.141859e+00
1000 3.164000e+00
10000 3.121200e+00
100 2.880000e+00
1000 3.164000e+00
100 2.880000e+00
100000 3.137240e+00
10000 3.121200e+00
100000000 3.141859e+00
1000 3.164000e+00
1000000 3.141752e+00
100 2.880000e+00
10000 3.121200e+00
1000 3.164000e+00
100000 3.137240e+00
10000 3.121200e+00
1000000 3.141752e+00
100000 3.137240e+00
100000 3.137240e+00
